congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.573,-0.29,-160.64214,0.82537,837,75,,0.549,-0.241
117,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.447,0.037,-17.20014,0.97964,836,9,,-0.488,0.334
117,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.839,-0.544,-129.38217,0.85598,832,55,,0.773,-0.635
117,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.198,0.18,-27.28299,0.96759,828,7,,-0.298,0.492
117,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.613,-0.085,-132.55261,0.84148,768,52,,0.614,-0.139
117,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.285,0.202,-21.49724,0.97473,840,9,,-0.264,0.254
117,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.446,0.425,-132.05726,0.8534,833,49,,0.558,0.339
117,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.352,0.586,-78.79218,0.91046,840,33,,0.334,0.586
117,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.436,0.272,-70.21816,0.91897,831,25,,0.398,0.353
117,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.547,0.358,-72.61536,0.91613,829,26,,0.537,0.375
117,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.203,-0.66283,0.99454,121,0,,-0.413,0.253
117,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.35,-0.133,-16.20157,0.9809,840,7,,-0.457,-0.173
117,House,20107,71,50,CA,200,,,"ISSA, Darrell",I000056,1953,,0.491,-0.031,-104.89452,0.87868,811,37,,0.418,0.252
117,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-18.62697,0.95129,373,6,,0.456,0.68
117,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.139,-10.63873,0.98732,834,4,,-0.453,-0.179
117,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.193,0.458,-36.21155,0.9568,820,9,,-0.245,0.176
117,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.156,-17.25632,0.9794,829,7,,-0.458,-0.035
117,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-17.91455,0.97877,835,6,,-0.43,-0.142
117,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.457,0.222,-83.74687,0.90246,816,29,,0.457,0.304
117,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-41.4487,0.94926,796,10,,-0.389,-0.11
117,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.689,-0.413,-237.55715,0.74849,820,113,,0.614,-0.418
117,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.489,-0.375,-14.39673,0.98297,838,4,,-0.573,-0.255
117,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.308,-0.101,-24.80376,0.97059,831,8,,-0.317,-0.175
117,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-20.59215,0.97437,793,3,,-0.553,-0.015
117,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.53,0.06,-142.29418,0.83962,814,62,,0.519,-0.007
117,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.432,-0.554,-12.86875,0.98469,834,4,,-0.524,-0.441
117,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.236,0.014,-20.4942,0.97529,819,7,,-0.352,0.115
117,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.365,-0.091,-21.71553,0.9743,834,7,,-0.285,-0.051
117,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.265,0.385,-72.3234,0.91587,823,23,,0.283,0.311
117,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.289,0.055,-13.82561,0.98352,832,1,,-0.393,0.224
117,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.388,0.01,-20.57823,0.97545,828,10,,-0.527,0.007
117,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.248,0.057,-22.44586,0.9736,839,12,,-0.482,0.292
117,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.464,-0.271,-15.93058,0.98097,829,9,,-0.466,-0.383
117,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-23.48437,0.97223,834,9,,-0.409,-0.501
117,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.404,0.073,-19.85599,0.97625,826,9,,-0.507,-0.08
117,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.184,-0.03,-27.54082,0.96709,823,10,,-0.258,0.288
117,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.528,-0.372,-15.86727,0.98115,834,7,,-0.544,-0.38
117,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.3,0.137,-16.98572,0.97993,838,6,,-0.406,0.281
117,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.378,-0.248,-15.88879,0.98111,833,5,,-0.434,-0.126
117,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.366,0.047,-22.46952,0.97316,826,8,,-0.481,0.33
117,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.516,-0.039,-17.45135,0.97922,831,4,,-0.483,-0.284
117,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.301,0.101,-20.10797,0.97635,840,10,,-0.292,-0.022
117,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.283,0.251,-40.37575,0.95296,838,18,,-0.331,0.057
117,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.522,-0.267,-17.72647,0.97897,834,9,,-0.333,-0.429
117,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.293,0.091,-32.24887,0.96234,840,14,,-0.248,0.17
117,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.573,-0.239,-20.21821,0.97608,835,8,,-0.398,-0.57
117,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.359,0.576,-21.96804,0.97406,836,8,,-0.37,0.459
117,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.356,0.185,-17.47064,0.97942,840,9,,-0.414,0.35
117,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.202,-0.209,-40.81975,0.9524,837,15,,-0.281,-0.414
117,House,21988,71,25,CA,200,,,"GARCIA, Mike",G000061,1976,,0.371,0.089,-105.6476,0.88089,833,43,,0.365,0.044
117,House,22126,71,53,CA,100,,,"JACOBS, Sara",J000305,1989,,-0.331,-0.438,-15.66983,0.98125,828,7,,-0.33,-0.446
117,House,22129,71,39,CA,200,,,"KIM, Young",K000397,1962,,0.278,0.265,-88.86682,0.89915,836,42,,0.275,0.25
117,House,22145,71,8,CA,200,,,"OBERNOLTE, Jay",O000019,1970,,0.33,0.167,-126.65472,0.8591,834,52,,0.323,0.229
117,House,22152,71,48,CA,200,,,"STEEL, Michelle",S001135,1955,,0.356,0.328,-80.18408,0.90791,830,35,,0.359,0.338
117,House,22164,71,22,CA,200,,,"CONWAY, Connie",C001128,1950,,0.376,0.295,-21.90512,0.9099,232,9,,0.379,0.27
117,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.076,-52.47251,0.93779,817,20,,-0.883,-0.035
117,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.38,-0.409,-23.32585,0.97242,834,10,,-0.362,-0.124
117,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-24.87001,0.97069,836,11,,-0.428,0.179
117,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.348,0.231,-74.17055,0.91432,828,37,,0.335,0.44
117,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.4,-0.434,-40.19587,0.95261,828,12,,-0.277,-0.307
117,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.343,-0.142,-16.8496,0.98005,836,5,,-0.422,0.11
117,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.679,-0.576,-15.75601,0.98124,832,5,,-0.506,-0.589
117,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.394,0.066,-20.13843,0.97625,838,8,,-0.295,-0.079
117,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.248,-10.06605,0.98807,839,2,,-0.458,-0.2
117,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.667,0.226,-113.98052,0.87096,825,50,,0.596,0.18
117,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-21.52777,0.97464,838,11,,-0.349,0.041
117,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.714,-0.432,-159.05457,0.81847,794,87,,0.677,-0.445
117,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.289,0.283,-22.14192,0.9738,834,10,,-0.335,0.23
117,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.364,-0.318,-13.73812,0.98376,839,5,,-0.313,-0.3
117,House,22103,62,3,CO,200,,,"BOEBERT, Lauren",B000825,1986,,0.751,-0.557,-138.00973,0.84492,819,66,,0.761,-0.534
117,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.307,-19.3581,0.97711,836,9,,-0.371,-0.253
117,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.343,0.02,-27.09824,0.96825,840,15,,-0.278,-0.036
117,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.239,-0.234,-44.50391,0.94816,836,15,,-0.204,-0.183
117,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.367,-0.106,-32.35321,0.96222,840,13,,-0.373,-0.147
117,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.117,-56.5261,0.93454,835,17,,-0.257,-0.29
117,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.048,-33.73377,0.96017,830,12,,-0.282,-0.104
117,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.334,-0.143,-18.27157,0.97846,839,9,,-0.377,-0.159
117,House,21993,55,0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.499,-0.049,-0.2262,0.98275,13,0,,-0.411,-0.874
117,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.283,0.131,-86.92408,0.89965,822,29,,0.311,0.332
117,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.42,0.08,-25.6358,0.96991,839,12,,-0.362,0.238
117,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.054,-25.83619,0.96932,829,13,,-0.506,0.311
117,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.363,-0.109,-96.2224,0.88966,823,28,,0.429,0.226
117,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.407,0.022,-85.24169,0.90273,833,29,,0.433,0.07
117,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.525,-0.332,-165.97459,0.8139,806,67,,0.541,-0.326
117,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-13.51561,0.98183,737,6,,-0.469,0.307
117,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.526,-0.096,-140.22202,0.83371,771,67,,0.583,-0.108
117,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.479,-0.011,-16.95221,0.97983,832,9,,-0.572,0.123
117,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.402,-0.07,-21.81926,0.97409,831,13,,-0.524,0.174
117,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-21.6091,0.97051,722,10,,-0.26,0.273
117,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.006,-35.54213,0.95843,837,18,,-0.241,0.204
117,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.507,0.351,-83.39325,0.90397,826,31,,0.47,0.506
117,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.601,-0.638,-260.90424,0.72747,820,115,,0.562,-0.717
117,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.076,-26.65543,0.96862,836,10,,-0.344,0.163
117,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.466,-0.388,-203.18219,0.78029,819,110,,0.519,-0.363
117,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-56.4531,0.93009,779,20,,-0.181,0.332
117,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.436,0.026,-168.18357,0.81082,802,71,,0.478,-0.051
117,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.372,0.152,-27.96428,0.96718,838,13,,-0.296,0.174
117,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.685,-0.271,-135.0503,0.8473,815,50,,0.74,-0.151
117,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.409,-0.032,-90.0917,0.8969,828,29,,0.429,0.155
117,House,22107,43,3,FL,200,,,"CAMMACK, Kat",C001039,1988,,0.59,-0.201,-141.97186,0.84278,830,60,,0.593,-0.192
117,House,22111,43,19,FL,200,,,"DONALDS, Byron",D000032,1978,,0.645,-0.164,-124.1042,0.85795,810,59,,0.647,-0.155
117,House,22116,43,15,FL,200,,,"FRANKLIN, C. Scott",F000472,1964,,0.599,0.114,-101.63617,0.88462,829,44,,0.602,0.129
117,House,22118,43,26,FL,200,,,"GIMENEZ, Carlos A.",G000593,1954,,0.312,0.131,-95.17056,0.8924,836,37,,0.309,0.15
117,House,22150,43,27,FL,200,,,"SALAZAR, Maria Elvira",S000168,1961,,0.267,0.084,-125.51183,0.85775,818,54,,0.266,0.06
117,House,22163,43,20,FL,100,,,"CHERFILUS-MCCORMICK, Sheila",C001127,1979,,-0.653,0.379,-12.66873,0.97212,448,7,,-0.63,0.452
117,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-1.0145,0.988,84,0,,-0.567,-0.227
117,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.304,0.164,-18.82765,0.9776,831,6,,-0.428,0.363
117,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,-0.003,-18.27176,0.97791,818,7,,-0.428,-0.286
117,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.561,0.225,-88.01687,0.8981,819,39,,0.54,0.288
117,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.558,0.302,-76.7491,0.90742,790,28,,0.509,0.331
117,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-131.67576,0.84575,786,64,,0.762,-0.402
117,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.684,-0.017,-118.97232,0.86245,804,66,,0.669,-0.042
117,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.696,0.214,-121.11794,0.86253,819,58,,0.727,0.202
117,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.603,0.128,-122.83207,0.86182,826,52,,0.577,0.069
117,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.276,0.269,-24.55475,0.97116,839,13,,-0.359,0.306
117,House,22104,44,7,GA,100,,,"BOURDEAUX, Carolyn",B001312,1970,,-0.303,0.463,-34.0652,0.96026,840,12,,-0.303,0.464
117,House,22110,44,9,GA,200,,,"CLYDE, Andrew S.",C001116,1963,,0.803,-0.135,-134.00665,0.84906,819,62,,0.794,-0.156
117,House,22121,44,14,GA,200,,,"GREENE, Marjorie Taylor",G000596,1974,,0.8,-0.6,-98.31362,0.88714,821,40,,0.785,-0.62
117,House,22156,44,5,GA,100,,,"WILLIAMS, Nikema",W000788,1978,,-0.44,-0.401,-13.72831,0.98377,839,5,,-0.39,-0.418
117,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.284,0.457,-26.27728,0.96895,833,12,,-0.403,0.382
117,House,21997,94,0,GU,100,,,"SAN NICOLAS, Michael",S001204,1981,,-0.41,-0.52,-0.09024,0.99251,12,0,,-0.41,-0.875
117,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.195,-0.085,-39.11476,0.95402,831,13,,-0.192,0.056
117,House,22128,82,2,HI,100,,,"KAHELE, Kaialiʻi",K000396,1974,,-0.353,0.052,-17.5342,0.97922,835,9,,-0.354,0.052
117,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1962,,0.64,-0.009,-141.61222,0.83646,793,64,,0.651,-0.01
117,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.301,0.288,-111.39806,0.87031,802,45,,0.333,0.324
117,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.231,-0.217,-22.39559,0.9736,837,7,,-0.356,-0.066
117,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.322,-0.264,-17.88474,0.97883,836,6,,-0.372,-0.015
117,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-159.10857,0.74997,553,81,,0.14,0.468
117,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.182,-0.149,-28.81848,0.96612,836,14,,-0.415,0.548
117,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-95.7811,0.88808,807,38,,0.295,0.154
117,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-25.52481,0.96887,807,11,,-0.263,0.347
117,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.464,-0.016,-18.94783,0.97762,837,9,,-0.523,-0.057
117,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.3,0.376,-112.39691,0.87044,810,55,,0.349,0.115
117,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.461,0.209,-68.81518,0.92071,833,25,,0.466,0.317
117,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.315,-0.046,-23.69602,0.97209,837,9,,-0.321,0.11
117,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.686,0.615,-67.22314,0.92101,817,24,,-0.818,0.575
117,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.451,-0.827,-25.37322,0.96996,832,9,,-0.437,-0.836
117,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.552,0.545,-17.8569,0.97894,839,8,,-0.455,0.352
117,House,22138,21,15,IL,200,,,"MILLER, Mary E.",M001211,1959,,0.794,-0.259,-124.24072,0.8501,765,53,,0.792,-0.255
117,House,22144,21,3,IL,100,,,"NEWMAN, Marie",N000192,1964,,-0.588,-0.303,-11.65067,0.98618,837,6,,-0.591,-0.302
117,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-12.41116,0.98526,836,5,,-0.548,-0.16
117,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-13.05106,0.98417,818,5,,-0.496,-0.342
117,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.604,-0.272,-23.3896,0.97221,830,10,,-0.352,-0.472
117,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.427,0.053,-17.43801,0.97936,836,10,,-0.345,-0.082
117,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.409,0.269,-66.43707,0.92245,823,28,,0.414,0.395
117,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-54.20181,0.92748,720,16,,0.477,0.339
117,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.645,0.015,-126.49597,0.85705,820,62,,0.658,0.034
117,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-155.30678,0.8143,756,65,,0.422,-0.226
117,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945,,0.481,0.344,-99.0423,0.88777,832,38,,0.515,0.246
117,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956,,0.546,0.004,-149.53139,0.82676,786,59,,0.619,0.006
117,House,22142,22,1,IN,100,,,"MRVAN, Frank J.",M001214,1969,,-0.316,0.211,-16.0256,0.98101,836,7,,-0.3,0.247
117,House,22151,22,5,IN,200,,,"SPARTZ, Victoria",S000929,1978,,0.434,0.068,-86.69315,0.89944,818,26,,0.43,0.079
117,House,22171,22,2,IN,200,,,"YAKYM, Rudy, III",Y000067,1984,,0.459,0.56,-6.27839,0.90656,64,3,,0.457,0.503
117,House,21902,31,3,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.25,0.528,-20.3222,0.97604,838,5,,-0.29,0.439
117,House,22113,31,4,IA,200,,,"FEENSTRA, Randy",F000446,1969,,0.444,0.308,-65.05829,0.92513,836,24,,0.444,0.299
117,House,22124,31,1,IA,200,,,"HINSON, Ashley",H001091,1983,,0.371,0.09,-109.41745,0.87649,830,37,,0.369,0.076
117,House,22139,31,2,IA,200,,,"MILLER-MEEKS, Mariannette",M001215,1955,,0.303,0.359,-82.19099,0.90583,831,41,,0.302,0.364
117,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.643,0.013,-110.07879,0.87085,796,56,,0.702,0.062
117,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.26,0.235,-21.50861,0.97466,838,7,,-0.28,0.359
117,House,22130,32,2,KS,200,,,"LATURNER, Jake",L000266,1988,,0.48,0.438,-52.55988,0.93857,829,19,,0.48,0.432
117,House,22134,32,1,KS,200,,,"MANN, Tracey",M000871,1976,,0.658,0.157,-112.57859,0.87457,840,51,,0.658,0.158
117,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.338,0.122,-81.82742,0.90665,835,34,,0.348,0.551
117,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-17.65847,0.97654,744,6,,-0.349,-0.357
117,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.42,0.288,-51.87915,0.93997,838,19,,0.42,0.435
117,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.476,0.325,-70.424,0.91856,829,29,,0.431,0.36
117,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.59,-0.017,-149.32248,0.83607,834,73,,0.54,-0.087
117,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.68,-0.733,-182.31397,0.79867,811,75,,0.669,-0.744
117,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.556,0.17,-84.37563,0.90096,809,31,,0.533,0.223
117,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-0.00248,0.99982,14,0,,-0.387,-0.04
117,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.438,0.025,-103.70446,0.88201,826,38,,0.393,0.313
117,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.623,-0.314,-193.92203,0.77189,749,96,,0.648,-0.394
117,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.561,0.01,-109.38567,0.87324,807,50,,0.588,0.139
